module_id,trait_in,trait_out,in_name,out_name,subpathway_cn,subpathway_en,pathway_class,rule_confidence,ratio_trait,direction_sign,suggested_forward_ratio_expr,suggested_reverse_ratio_expr,suggested_forward_ratio_name,suggested_reverse_ratio_name,fill_rule,note,norm_fwd,norm_rev
M_793,GCST90200432,GCST90200438,Threonine,Alpha-ketobutyrate,苏氨酸支路,Threonine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,GCST90201008,-1.0,GCST90200438 / GCST90200432,GCST90200432 / GCST90200438,Alpha-ketobutyrate / Threonine,Threonine / Alpha-ketobutyrate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200438/gcst90200432,gcst90200432/gcst90200438
M_794,GCST90200432,GCST90200032,Threonine,2-hydroxybutyrate/2-hydroxyisobutyrate,苏氨酸支路,Threonine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200032 / GCST90200432,GCST90200432 / GCST90200032,2-hydroxybutyrate/2-hydroxyisobutyrate / Threonine,Threonine / 2-hydroxybutyrate/2-hydroxyisobutyrate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200032/gcst90200432,gcst90200432/gcst90200032
M_795,GCST90199819,GCST90200425,Tryptophan betaine,Betaine,甜菜碱-肌氨酸-二甲基甘氨酸支路,Betaine-Sarcosine-Dimethylglycine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200425 / GCST90199819,GCST90199819 / GCST90200425,Betaine / Tryptophan betaine,Tryptophan betaine / Betaine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200425/gcst90199819,gcst90199819/gcst90200425
M_796,GCST90199787,GCST90200291,Homostachydrine,Sarcosine,甜菜碱-肌氨酸-二甲基甘氨酸支路,Betaine-Sarcosine-Dimethylglycine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,低,,,GCST90200291 / GCST90199787,GCST90199787 / GCST90200291,Sarcosine / Homostachydrine,Homostachydrine / Sarcosine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200291/gcst90199787,gcst90199787/gcst90200291
M_797,GCST90199738,GCST90200291,Stachydrine,Sarcosine,甜菜碱-肌氨酸-二甲基甘氨酸支路,Betaine-Sarcosine-Dimethylglycine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,低,,,GCST90200291 / GCST90199738,GCST90199738 / GCST90200291,Sarcosine / Stachydrine,Stachydrine / Sarcosine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200291/gcst90199738,gcst90199738/gcst90200291
M_798,GCST90199927,GCST90200425,Histidine betaine (hercynine),Betaine,甜菜碱-肌氨酸-二甲基甘氨酸支路,Betaine-Sarcosine-Dimethylglycine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200425 / GCST90199927,GCST90199927 / GCST90200425,Betaine / Histidine betaine (hercynine),Histidine betaine (hercynine) / Betaine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200425/gcst90199927,gcst90199927/gcst90200425
M_799,GCST90200291,GCST90200707,Sarcosine,Glycine,甜菜碱-肌氨酸-二甲基甘氨酸支路,Betaine-Sarcosine-Dimethylglycine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200707 / GCST90200291,GCST90200291 / GCST90200707,Glycine / Sarcosine,Sarcosine / Glycine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200707/gcst90200291,gcst90200291/gcst90200707
M_800,GCST90200425,GCST90200291,Betaine,Sarcosine,甜菜碱-肌氨酸-二甲基甘氨酸支路,Betaine-Sarcosine-Dimethylglycine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200291 / GCST90200425,GCST90200425 / GCST90200291,Sarcosine / Betaine,Betaine / Sarcosine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200291/gcst90200425,gcst90200425/gcst90200291
M_801,GCST90200425,GCST90200424,Betaine,Dimethylglycine,甜菜碱-肌氨酸-二甲基甘氨酸支路,Betaine-Sarcosine-Dimethylglycine Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200424 / GCST90200425,GCST90200425 / GCST90200424,Dimethylglycine / Betaine,Betaine / Dimethylglycine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200424/gcst90200425,gcst90200425/gcst90200424
M_802,GCST90199625,GCST90200391,Methionine sulfoxide,Methionine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,GCST90200760,1.0,GCST90200391 / GCST90199625,GCST90199625 / GCST90200391,Methionine / Methionine sulfoxide,Methionine sulfoxide / Methionine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200391/gcst90199625,gcst90199625/gcst90200391
M_803,GCST90199874,GCST90200391,S-methylmethionine,Methionine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200391 / GCST90199874,GCST90199874 / GCST90200391,Methionine / S-methylmethionine,S-methylmethionine / Methionine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200391/gcst90199874,gcst90199874/gcst90200391
M_804,GCST90199879,GCST90200391,Ergothioneine,Methionine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,低,,,GCST90200391 / GCST90199879,GCST90199879 / GCST90200391,Methionine / Ergothioneine,Ergothioneine / Methionine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200391/gcst90199879,gcst90199879/gcst90200391
M_805,GCST90199891,GCST90200439,S-methylcysteine,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90199891,GCST90199891 / GCST90200439,Cysteine / S-methylcysteine,S-methylcysteine / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90199891,gcst90199891/gcst90200439
M_806,GCST90199784,GCST90200391,Cysteine-glutathione disulfide,Methionine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,低,,,GCST90200391 / GCST90199784,GCST90199784 / GCST90200391,Methionine / Cysteine-glutathione disulfide,Cysteine-glutathione disulfide / Methionine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200391/gcst90199784,gcst90199784/gcst90200391
M_807,GCST90199907,GCST90200439,S-methylcysteine sulfoxide,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90199907,GCST90199907 / GCST90200439,Cysteine / S-methylcysteine sulfoxide,S-methylcysteine sulfoxide / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90199907,gcst90199907/gcst90200439
M_808,GCST90199912,GCST90200420,N-oleoyltaurine,Taurine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200420 / GCST90199912,GCST90199912 / GCST90200420,Taurine / N-oleoyltaurine,N-oleoyltaurine / Taurine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200420/gcst90199912,gcst90199912/gcst90200420
M_809,GCST90199919,GCST90200439,Alliin,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90199919,GCST90199919 / GCST90200439,Cysteine / Alliin,Alliin / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90199919,gcst90199919/gcst90200439
M_810,GCST90199948,GCST90200439,S-allylcysteine,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90199948,GCST90199948 / GCST90200439,Cysteine / S-allylcysteine,S-allylcysteine / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90199948,gcst90199948/gcst90200439
M_811,GCST90199951,GCST90200439,N-acetylalliin,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90199951,GCST90199951 / GCST90200439,Cysteine / N-acetylalliin,N-acetylalliin / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90199951,gcst90199951/gcst90200439
M_812,GCST90199961,GCST90200391,Methionine sulfone,Methionine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200391 / GCST90199961,GCST90199961 / GCST90200391,Methionine / Methionine sulfone,Methionine sulfone / Methionine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200391/gcst90199961,gcst90199961/gcst90200391
M_813,GCST90199967,GCST90200420,N-acetyltaurine,Taurine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200420 / GCST90199967,GCST90199967 / GCST90200420,Taurine / N-acetyltaurine,N-acetyltaurine / Taurine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200420/gcst90199967,gcst90199967/gcst90200420
M_814,GCST90199924,GCST90200420,N-methyltaurine,Taurine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200420 / GCST90199924,GCST90199924 / GCST90200420,Taurine / N-methyltaurine,N-methyltaurine / Taurine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200420/gcst90199924,gcst90199924/gcst90200420
M_815,GCST90199931,GCST90200439,Lanthionine,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90199931,GCST90199931 / GCST90200439,Cysteine / Lanthionine,Lanthionine / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90199931,gcst90199931/gcst90200439
M_816,GCST90200233,GCST90200391,"2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)",Methionine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,低,,,GCST90200391 / GCST90200233,GCST90200233 / GCST90200391,"Methionine / 2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)","2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA) / Methionine",若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200391/gcst90200233,gcst90200233/gcst90200391
M_817,GCST90200235,GCST90200420,Succinoyltaurine,Taurine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200420 / GCST90200235,GCST90200235 / GCST90200420,Taurine / Succinoyltaurine,Succinoyltaurine / Taurine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200420/gcst90200235,gcst90200235/gcst90200420
M_818,GCST90200258,GCST90200439,2-hydroxy-4-(methylthio)butanoic acid,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90200258,GCST90200258 / GCST90200439,Cysteine / 2-hydroxy-4-(methylthio)butanoic acid,2-hydroxy-4-(methylthio)butanoic acid / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90200258,gcst90200258/gcst90200439
M_819,GCST90200261,GCST90200439,S-carboxyethylcysteine,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90200261,GCST90200261 / GCST90200439,Cysteine / S-carboxyethylcysteine,S-carboxyethylcysteine / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90200261,gcst90200261/gcst90200439
M_820,GCST90200343,GCST90200391,N-formylmethionine,Methionine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200391 / GCST90200343,GCST90200343 / GCST90200391,Methionine / N-formylmethionine,N-formylmethionine / Methionine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200391/gcst90200343,gcst90200343/gcst90200391
M_821,GCST90200345,GCST90200439,S-adenosylhomocysteine (SAH),Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200439 / GCST90200345,GCST90200345 / GCST90200439,Cysteine / S-adenosylhomocysteine (SAH),S-adenosylhomocysteine (SAH) / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90200345,gcst90200345/gcst90200439
M_822,GCST90200359,GCST90200345,5-methylthioadenosine (mta),S-adenosylhomocysteine (SAH),蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200345 / GCST90200359,GCST90200359 / GCST90200345,S-adenosylhomocysteine (SAH) / 5-methylthioadenosine (mta),5-methylthioadenosine (mta) / S-adenosylhomocysteine (SAH),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200345/gcst90200359,gcst90200359/gcst90200345
M_823,GCST90200379,GCST90200420,Hypotaurine,Taurine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,GCST90200892,-1.0,GCST90200420 / GCST90200379,GCST90200379 / GCST90200420,Taurine / Hypotaurine,Hypotaurine / Taurine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200420/gcst90200379,gcst90200379/gcst90200420
M_824,GCST90200382,GCST90200439,Cystine,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90200382,GCST90200382 / GCST90200439,Cysteine / Cystine,Cystine / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90200382,gcst90200382/gcst90200439
M_825,GCST90200289,GCST90200391,N-acetylmethionine,Methionine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200391 / GCST90200289,GCST90200289 / GCST90200391,Methionine / N-acetylmethionine,N-acetylmethionine / Methionine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200391/gcst90200289,gcst90200289/gcst90200391
M_826,GCST90200383,GCST90200439,Cystathionine,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,中,,,GCST90200439 / GCST90200383,GCST90200383 / GCST90200439,Cysteine / Cystathionine,Cystathionine / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90200383,gcst90200383/gcst90200439
M_827,GCST90200391,GCST90200345,Methionine,S-adenosylhomocysteine (SAH),蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200345 / GCST90200391,GCST90200391 / GCST90200345,S-adenosylhomocysteine (SAH) / Methionine,Methionine / S-adenosylhomocysteine (SAH),若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200345/gcst90200391,gcst90200391/gcst90200345
M_828,GCST90200391,GCST90200439,Methionine,Cysteine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,,,GCST90200439 / GCST90200391,GCST90200391 / GCST90200439,Cysteine / Methionine,Methionine / Cysteine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200439/gcst90200391,gcst90200391/gcst90200439
M_829,GCST90200420,GCST90199967,Taurine,N-acetyltaurine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,低,,,GCST90199967 / GCST90200420,GCST90200420 / GCST90199967,N-acetyltaurine / Taurine,Taurine / N-acetyltaurine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90199967/gcst90200420,gcst90200420/gcst90199967
M_830,GCST90200439,GCST90200420,Cysteine,Taurine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,GCST90200893,1.0,GCST90200420 / GCST90200439,GCST90200439 / GCST90200420,Taurine / Cysteine,Cysteine / Taurine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200420/gcst90200439,gcst90200439/gcst90200420
M_831,GCST90200439,GCST90200379,Cysteine,Hypotaurine,蛋氨酸循环/含硫支路,Methionine Cycle/Sulfur-Containing Branch,丝氨酸/甘氨酸/苏氨酸/蛋氨酸与含硫代谢,高,GCST90200895,1.0,GCST90200379 / GCST90200439,GCST90200439 / GCST90200379,Hypotaurine / Cysteine,Cysteine / Hypotaurine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200379/gcst90200439,gcst90200439/gcst90200379
M_832,GCST90199637,GCST90200412,N-acetylglutamate,Glutamate,谷氨酸/谷氨酰胺入口,Glutamate/Glutamine Entry Branch,尿素循环-精氨酸/脯氨酸/肌酸/多胺代谢,高,,,GCST90200412 / GCST90199637,GCST90199637 / GCST90200412,Glutamate / N-acetylglutamate,N-acetylglutamate / Glutamate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200412/gcst90199637,gcst90199637/gcst90200412
M_833,GCST90199817,GCST90200419,Indoleacetylglutamine,Glutamine,谷氨酸/谷氨酰胺入口,Glutamate/Glutamine Entry Branch,尿素循环-精氨酸/脯氨酸/肌酸/多胺代谢,高,,,GCST90200419 / GCST90199817,GCST90199817 / GCST90200419,Glutamine / Indoleacetylglutamine,Indoleacetylglutamine / Glutamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200419/gcst90199817,gcst90199817/gcst90200419
M_834,GCST90199833,GCST90200419,Hexanoylglutamine,Glutamine,谷氨酸/谷氨酰胺入口,Glutamate/Glutamine Entry Branch,尿素循环-精氨酸/脯氨酸/肌酸/多胺代谢,高,,,GCST90200419 / GCST90199833,GCST90199833 / GCST90200419,Glutamine / Hexanoylglutamine,Hexanoylglutamine / Glutamine,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200419/gcst90199833,gcst90199833/gcst90200419
M_835,GCST90199834,GCST90200412,Gamma-glutamylalanine,Glutamate,谷氨酸/谷氨酰胺入口,Glutamate/Glutamine Entry Branch,尿素循环-精氨酸/脯氨酸/肌酸/多胺代谢,高,,,GCST90200412 / GCST90199834,GCST90199834 / GCST90200412,Glutamate / Gamma-glutamylalanine,Gamma-glutamylalanine / Glutamate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200412/gcst90199834,gcst90199834/gcst90200412
M_836,GCST90199885,GCST90200412,Alpha-ketoglutaramate,Glutamate,谷氨酸/谷氨酰胺入口,Glutamate/Glutamine Entry Branch,尿素循环-精氨酸/脯氨酸/肌酸/多胺代谢,中,,,GCST90200412 / GCST90199885,GCST90199885 / GCST90200412,Glutamate / Alpha-ketoglutaramate,Alpha-ketoglutaramate / Glutamate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200412/gcst90199885,gcst90199885/gcst90200412
M_837,GCST90199890,GCST90200412,4-hydroxyglutamate,Glutamate,谷氨酸/谷氨酰胺入口,Glutamate/Glutamine Entry Branch,尿素循环-精氨酸/脯氨酸/肌酸/多胺代谢,高,,,GCST90200412 / GCST90199890,GCST90199890 / GCST90200412,Glutamate / 4-hydroxyglutamate,4-hydroxyglutamate / Glutamate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200412/gcst90199890,gcst90199890/gcst90200412
M_838,GCST90199779,GCST90200412,Gamma-glutamyl-2-aminobutyrate,Glutamate,谷氨酸/谷氨酰胺入口,Glutamate/Glutamine Entry Branch,尿素循环-精氨酸/脯氨酸/肌酸/多胺代谢,高,,,GCST90200412 / GCST90199779,GCST90199779 / GCST90200412,Glutamate / Gamma-glutamyl-2-aminobutyrate,Gamma-glutamyl-2-aminobutyrate / Glutamate,若 ratio_trait 表示 out/in，则 direction_sign=+1；若表示 in/out，则 direction_sign=-1；若该模块无合适 ratio，则留空。,"Fill +1 for out/in-like forward support, -1 for in/out-like reverse support",gcst90200412/gcst90199779,gcst90199779/gcst90200412
